ItemName	ItemGenre	DetailType	ParticularType	ImageName	ObjIdx	Width	Height	Intro	Series	Price	Level	PropType1	Min	Max	PropType2	Min	Max	PropType3	Min	Max	PropType4	Min	Max	PropType5	Min	Max	PropType6	Min	Max	PropType7	Min	Max	PropReq1	Param	PropReq2	Param	PropReq3	Param	PropReq4	Param	PropReq5	Param	PropReq6	Param	Magic1	Magic2	Magic3	Magic4	Magic5	Magic6	Set	SetNum	SetId	ExtraMagic1	ExtraMagic2
§»ng Long Khai Thiªn Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	1															293	10	5		
§»ng Long Khai Thiªn Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	1															293	10	6		
§»ng Long Khai Thiªn ThÇn Chïy	0	0	4	\spr\item\equip\closeweapon\obj-adha04.spr	13	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(7)	2	99999	10	28	55	55	29	165	165	167	-30	-30	31	99	99										36	180	39	1															293	10	7		
§»ng Long Khai Thiªn Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	1															293	10	8		
§»ng Long Khai Thiªn Qua Chïy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	1															293	10	9		
§»ng Long Khai Thiªn TÞch Tµ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng chïy ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	1															293	10	10		
§»ng Long TÞch §Þa H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(1)	0	99999	10																						36	180	39	1															294	10	1		
§»ng Long TÞch §Þa Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	1															294	10	2		
§»ng Long TÞch §Þa #?ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(3)	1	99999	10																						36	180	39	1															294	10	3		
§»ng Long TÞch §Þa Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	1															294	10	4		
§»ng Long TÞch §Þa Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash17.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	1															294	10	5		
§»ng Long TÞch §Þa Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	1															294	10	6		
§»ng Long TÞch §Þa Th­¬ng	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(7)	2	99999	10	28	18	18	29	158	158	167	-30	-30	31	99	99										36	180	39	1															294	10	7		
§»ng Long TÞch §Þa Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	1															294	10	8		
§»ng Long TÞch §Þa Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	1															294	10	9		
§»ng Long TÞch §Þa TrÇm H­¬ng ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng th­¬ng ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	1															294	10	10		
§»ng Long Hçn Nguyªn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(1)	0	99999	10																						36	180	39	1															295	10	1		
§»ng Long Hçn Nguyªn Kh«i	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	1															295	10	2		
§»ng Long Hçn Nguyªn ??ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(3)	1	99999	10																						36	180	39	1															295	10	3		
§»ng Long Hçn Nguyªn Thóc UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	1															295	10	4		
§»ng Long Hçn Nguyªn Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	1															295	10	5		
§»ng Long Hçn Nguyªn Kh¶i	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	23	2	3	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	1															295	10	6		
§»ng Long Hçn Nguyªn B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(7)	2	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	1															295	10	7		
§»ng Long Hçn Nguyªn Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	1															295	10	8		
§»ng Long Hçn Nguyªn Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	1															295	10	9		
§»ng Long Hçn Nguyªn Phông Tinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Thiªn V­¬ng ®ao ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	1															295	10	10		
§»ng Long Phi Thiªn Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(1)	4	99999	10																						36	180	39	4															296	10	1		
§»ng Long Phi Thiªn Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(2)	0	99999	10	30	360	360	31	85	85																36	180	39	4															296	10	2		
§»ng Long Phi Thiªn Minh Ch©u ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(3)	2	99999	10																						36	180	39	4															296	10	3		
§»ng Long Phi Thiªn L­u V©n Tô	0	8	0	\spr\item\equip\bangle\obj-bangle10.spr	35	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(4)	1	99999	10	30	135	135	31	80	80																36	180	39	4															296	10	4		
§»ng Long Phi Thiªn Ti §¸i	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(5)	3	99999	10	30	160	160	31	80	80																36	180	39	4															296	10	5		
§»ng Long Phi Thiªn Nghª Th­êng Vò Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(6)	4	99999	10	30	720	720	31	90	90																36	180	39	4															296	10	6		
§»ng Long Phi Thiªn B¶o KiÕm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(7)	0	99999	10	28	46	46	29	86	86	167	-30	-30	31	99	99										36	180	39	4															296	10	7		
§»ng Long Phi Thiªn Lý	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(8)	2	99999	10	30	160	160	31	80	80																36	180	39	4															296	10	8		
§»ng Long Phi Thiªn H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(9)	1	99999	10																						36	180	39	4															296	10	9		
§»ng Long Phi Thiªn BÝch Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Nga Mi kiÕm ph¸p cÊp §»ng Long(10)	3	99999	10																						36	180	39	4															296	10	10		
§»ng Long B¨ng Ph¸ch Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(1)	4	99999	10																						36	180	39	4															297	10	1		
§»ng Long B¨ng Ph¸ch Ph¸t §¸i	0	7	10	\spr\item\equip\cap\obj-fm-cap12-3.spr	28	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(2)	0	99999	10	30	360	360	31	85	85																36	180	39	4															297	10	2		
§»ng Long B¨ng Ph¸ch L­u Ly ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(3)	2	99999	10																						36	180	39	4															297	10	3		
§»ng Long B¨ng Ph¸ch TuyÕt ¶nh Tô	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(4)	1	99999	10	30	135	135	31	80	80																36	180	39	4															297	10	4		
§»ng Long B¨ng Ph¸ch Ti §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(5)	3	99999	10	30	160	160	31	80	80																36	180	39	4															297	10	5		
§»ng Long B¨ng Ph¸ch TuyÕt Tiªu Y	0	2	10	\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(6)	4	99999	10	30	720	720	31	90	90																36	180	39	4															297	10	6		
§»ng Long B¨ng Ph¸ch TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle15.spr	9	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(7)	0	99999	10	28	60	60	29	100	100	167	-30	-30	31	99	99										36	180	39	4															297	10	7		
§»ng Long B¨ng Ph¸ch Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes19.spr	27	2	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(8)	2	99999	10	30	160	160	31	80	80																36	180	39	4															297	10	8		
§»ng Long B¨ng Ph¸ch H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist10.spr	36	1	2	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(9)	1	99999	10																						36	180	39	4															297	10	9		
§»ng Long B¨ng Ph¸ch B¨ng Tinh ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Nga Mi ch­ëng ph¸p cÊp §»ng Long(10)	3	99999	10																						36	180	39	4															297	10	10		
§»ng Long Khuynh Thµnh Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(1)	4	99999	10																						36	180	39	5															298	10	1		
§»ng Long Khuynh Thµnh Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(2)	0	99999	10	30	360	360	31	85	85																36	180	39	5															298	10	2		
§»ng Long Khuynh Thµnh TuyÕt Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(3)	2	99999	10																						36	180	39	5															298	10	3		
§»ng Long Khuynh Thµnh CÈm Tó Hé UyÓn	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(4)	1	99999	10	30	135	135	31	80	80																36	180	39	5															298	10	4		
§»ng Long Khuynh Thµnh Yªu §¸i	0	6	0	\spr\item\equip\sash\obj-sash07.spr	32	2	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(5)	3	99999	10	30	160	160	31	80	80																36	180	39	5															298	10	5		
§»ng Long Khuynh Thµnh Khëi La Sam	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(6)	4	99999	10	30	720	720	31	90	90																36	180	39	5															298	10	6		
§»ng Long Khuynh Thµnh B¶o §ao	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(7)	0	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	5															298	10	7		
§»ng Long Khuynh Thµnh Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(8)	2	99999	10	30	160	160	31	80	80																36	180	39	5															298	10	8		
§»ng Long Khuynh Thµnh H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist06.spr	36	1	2	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(9)	1	99999	10																						36	180	39	5															298	10	9		
§»ng Long Khuynh Thµnh MÆc Ngäc ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn ®ao ph¸p cÊp §»ng Long(10)	3	99999	10																						36	180	39	5															298	10	10		
§»ng Long B¸ch H­¬ng Ch©u Liªn	0	4	0	\spr\item\equip\nick\obj-neck10.spr	36	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(1)	0	99999	10																						36	180	39	5															299	10	1		
§»ng Long B¸ch H­¬ng Tr©m	0	7	9	\spr\item\equip\cap\obj-fm-cap09-3.spr	28	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	5															299	10	2		
§»ng Long B¸ch H­¬ng Linh Lung ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(3)	1	99999	10																						36	180	39	5															299	10	3		
§»ng Long B¸ch H­¬ng Sinh Hoa Thñ Tr¹c	0	8	0	\spr\item\equip\bangle\obj-bangle09.spr	35	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	5															299	10	4		
§»ng Long B¸ch H­¬ng Ti §¸i	0	6	0	\spr\item\equip\sash\obj-sash06.spr	33	2	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	5															299	10	5		
§»ng Long B¸ch H­¬ng Th¸i §iÖp Y	0	2	9	\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	5															299	10	6		
§»ng Long B¸ch H­¬ng Uyªn ¦¬ng §ao	0	0	5	\spr\item\equip\closeweapon\obj-adsd14.spr	14	2	3	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(7)	2	99999	10	28	62	62	29	92	92	167	-30	-30	31	99	99										36	180	39	5															299	10	7		
§»ng Long B¸ch H­¬ng Ngoa	0	5	3	\spr\item\equip\boots\obj-shoes20.spr	27	2	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	5															299	10	8		
§»ng Long B¸ch H­¬ng H­¬ng Nang	0	9	0	\spr\item\equip\waist\obj-waist08.spr	36	1	2	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(9)	3	99999	10																						36	180	39	5															299	10	9		
§»ng Long B¸ch H­¬ng San H« ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Bé trang bÞ Thóy Yªn song ®ao cÊp §»ng Long(10)	4	99999	10																						36	180	39	5															299	10	10		
§»ng Long V¹n §éc H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(1)	0	99999	10																						36	180	39	3															300	10	1		
§»ng Long V¹n §éc Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	3															300	10	2		
§»ng Long V¹n §éc HuyÕt TrÝch ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(3)	1	99999	10																						36	180	39	3															300	10	3		
§»ng Long V¹n §éc Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	3															300	10	4		
§»ng Long V¹n §éc Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash20.spr	32	2	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	3															300	10	5		
§»ng Long V¹n §éc Cæ Y	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	3															300	10	6		
§»ng Long V¹n §éc TriÒn Thñ	0	0	6	\spr\item\equip\bangle\obj-bangle18.spr	9	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(7)	2	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	3															300	10	7		
§»ng Long V¹n §éc Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	3															300	10	8		
§»ng Long V¹n §éc Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	3															300	10	9		
§»ng Long V¹n §éc C« L©u ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Bé trang bÞ Ngò §éc ch­ëng ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	3															300	10	10		
§»ng Long V¹n Linh H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(1)	0	99999	10																						36	180	39	3															301	10	1		
§»ng Long V¹n Linh Ph¸t §¸i	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(2)	2	99999	10	30	360	360	31	85	85																36	180	39	3															301	10	2		
§»ng Long V¹n Linh HuyÒn ¢m Giíi	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(3)	1	99999	10																						36	180	39	3															301	10	3		
§»ng Long V¹n Linh Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle17.spr	34	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(4)	3	99999	10	30	135	135	31	80	80																36	180	39	3															301	10	4		
§»ng Long V¹n Linh Yªu §¸i	0	6	1	\spr\item\equip\sash\obj-sash18.spr	33	2	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(5)	4	99999	10	30	160	160	31	80	80																36	180	39	3															301	10	5		
§»ng Long V¹n Linh Hé Gi¸p	0	2	2	\spr\item\equip\armor\obj-ma-cloth09-3.spr	22	2	3	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(6)	0	99999	10	30	720	720	31	90	90																36	180	39	3															301	10	6		
§»ng Long V¹n Linh HuyÕt NhÉn	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(7)	2	99999	10	28	40	40	29	114	114	167	-30	-30	31	99	99										36	180	39	3															301	10	7		
§»ng Long V¹n Linh Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(8)	1	99999	10	30	160	160	31	80	80																36	180	39	3															301	10	8		
§»ng Long V¹n Linh Yªu Trôy	0	9	1	\spr\item\equip\waist\obj-waist14.spr	36	1	2	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(9)	3	99999	10																						36	180	39	3															301	10	9		
§»ng Long V¹n Linh HuyÒn U Giíi	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ Ngò §éc ®ao ph¸p cÊp §»ng Long(10)	4	99999	10																						36	180	39	3															301	10	10		
§»ng Long Hçn §én H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(1)	4	99999	10																						36	180	39	2															302	10	1		
§»ng Long Hçn §én Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(2)	0	99999	10	30	360	360	31	85	85																36	180	39	2															302	10	2		
§»ng Long Hçn §én Phi Hoa ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(3)	2	99999	10																						36	180	39	2															302	10	3		
§»ng Long Hçn §én Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(4)	1	99999	10	30	135	135	31	80	80																36	180	39	2															302	10	4		
§»ng Long Hçn §én TriÒn Yªu	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(5)	3	99999	10	30	160	160	31	80	80																36	180	39	2															302	10	5		
§»ng Long Hçn §én Gi¸p	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(6)	4	99999	10	30	720	720	31	90	90																36	180	39	2															302	10	6		
§»ng Long Hçn §én Phi §ao	0	1	1	\spr\item\equip\rangeweapon\obj-adart12.spr	15	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(7)	0	99999	10	28	44	44	29	100	100	167	-30	-30	31	99	99										36	180	39	2															302	10	7		
§»ng Long Hçn §én Lý	0	5	1	\spr\item\equip\boots\obj-shoes08.spr	26	2	2	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(8)	2	99999	10	30	160	160	31	80	80																36	180	39	2															302	10	8		
§»ng Long Hçn §én Béi	0	9	1	\spr\item\equip\waist\obj-waist12.spr	36	1	2	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(9)	1	99999	10																						36	180	39	2															302	10	9		
§»ng Long Hçn §én TrÝch DiÖp ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n phi ®ao cÊp §»ng Long(10)	3	99999	10																						36	180	39	2															302	10	10		
§»ng Long ThÝ ThÇn H¹ng Liªn	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(1)	4	99999	10																						36	180	39	2															303	10	1		
§»ng Long ThÝ ThÇn Qu¸n	0	7	2	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(2)	0	99999	10	30	360	360	31	85	85																36	180	39	2															303	10	2		
§»ng Long ThÝ ThÇn Linh Xµ ChØ Hoµn	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(3)	2	99999	10																						36	180	39	2															303	10	3		
§»ng Long ThÝ ThÇn Hé UyÓn	0	8	1	\spr\item\equip\bangle\obj-bangle16.spr	34	1	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(4)	1	99999	10	30	135	135	31	80	80																36	180	39	2															303	10	4		
§»ng Long ThÝ ThÇn Thóc Yªu	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(5)	3	99999	10	30	160	160	31	80	80																36	180	39	2															303	10	5		
§»ng Long ThÝ ThÇn Gi¸p Y	0	2	3	\spr\item\equip\armor\obj-ma-cloth12-3.spr	22	2	3	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(6)	4	99999	10	30	720	720	31	90	90																36	180	39	2															303	10	6		
§»ng Long ThÝ ThÇn Tô TiÔn	0	1	2	\spr\item\equip\rangeweapon\obj-adart26.spr	17	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(7)	0	99999	10	28	46	46	29	102	102	167	-30	-30	31	99	99										36	180	39	2															303	10	7		
§»ng Long ThÝ ThÇn Lý	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Bé trang bÞ §­êng M«n ná tiÔn cÊp §»ng Long(8)	2	99999	10	30	160	160	31	80	80																36	180	39	2															303	10	8		
