Name	Genre	DetailType	ParticularType	Level	Series	Icon	ObjID	Width	Height	Intro	Price	BasicProp1Type	BasicProp1PAMin	BasicProp1PAMax	BasicProp2Type	BasicProp2PAMin	BasicProp2PAMax	BasicProp3Type	BasicProp3PAMin	BasicProp3PAMax	BasicProp4Type	BasicProp4PAMin	BasicProp4PAMax	BasicProp5Type	BasicProp5PAMin	BasicProp5PAMax	BasicProp6Type	BasicProp6PAMin	BasicProp6PAMax	BasicProp7Type	BasicProp7PAMin	BasicProp7PAMax	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value
Phong V©n B¹ch M·	0	10	19	8	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n B¹ch M·	0	10	19	9	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n B¹ch M·	0	10	19	10	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n B¹ch M·.	99999	111	100%	100%	93	1000	1000	85	700	700	150	700	700	114	10	10	233	700	700	241	10	10	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	1	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	2	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	3	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	4	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	5	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	6	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	7	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	8	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	9	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ChiÕn M·	0	10	20	10	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ChiÕn M·.	99999	111	110%	110%	93	1000	1000	85	1000	1000	150	1000	1000	114	15	15	233	1000	1000	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	1	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	2	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	3	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	4	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	5	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	6	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	7	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	8	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	9	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
Phong V©n ThÇn M·	0	10	21	10	5	\spr\item\equip\horse\horse012.spr	40	2	3	Phong V©n ThÇn M·.	500000	111	120%	120%	93	1500	1500	85	1500	1500	150	1000	1000	114	15	15	233	1500	1500	241	15	15	36	150	46	3								
S­ tö	0	10	22	1	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	2	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	3	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	4	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	5	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	6	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	7	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	8	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	9	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
S­ tö	0	10	22	10	5	\spr\item\equip\horse\horse035.spr	40	2	3	S­ tö	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	1	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	2	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	3	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	4	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	5	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	6	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	7	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	8	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	9	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L¹c ®µ	0	10	23	10	5	\spr\item\equip\horse\horse036.spr	40	2	3	L¹c ®µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	1	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	2	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	3	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	4	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	5	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	6	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	7	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	8	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	9	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng §µ	0	10	24	10	5	\spr\item\equip\horse\horse037.spr	40	2	3	D­¬ng §µ	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
TuÇn Léc	0	10	25	1	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	2	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	3	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	4	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	5	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	6	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	7	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	8	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	9	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
TuÇn Léc	0	10	25	10	5	\spr\item\equip\horse\horse038.spr	40	2	3	TuÇn Léc	500000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	15	15							36	150										
D­¬ng Sa	0	10	26	1	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng Sa	0	10	26	2	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20																		
D­¬ng Sa	0	10	26	3	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng Sa	0	10	26	4	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng Sa	0	10	26	5	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng Sa	0	10	26	6	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng Sa	0	10	26	7	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng Sa	0	10	26	8	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng Sa	0	10	26	9	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
D­¬ng Sa	0	10	26	10	0	\spr\item\equip\horse\horse039.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi ®Õn ®©u lµ mãng vuèt cña nã lµm bôi bay mï trêi, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	1	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	2	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	3	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	4	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	5	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	6	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	7	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	8	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	9	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Ngù Phong	0	10	27	10	0	\spr\item\equip\horse\horse040.spr	40	2	3	"Phong khëi l©u lan thÊt v¹n lý, hå giµ no·n tr­íng l­ìng träng thiªn"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	1	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	2	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	3	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	4	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	5	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	6	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	7	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	8	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	9	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Truy ®iÖn	0	10	28	10	0	\spr\item\equip\horse\horse041.spr	40	2	3	"§iÖn quang thiÓm, ®Ò linh h­ëng, l«i thanh chÊn, thiªn lý dÜ thµnh th©n hËu  méng"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	1	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	2	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	3	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	4	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	5	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	6	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	7	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	8	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	9	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
L­u Tinh 	0	10	29	10	0	\spr\item\equip\horse\horse042.spr	40	2	3	"Trong truyÒn thuyÕt, ngùa thÇn ë T©y vùc phi nhanh nh­ l­u tinh, tõ ®ã cã tªn nµy"	5000	111	120%	120%	93	1500	1500	233	1500	1500	150	700	700	241	20	20							36	150										
Phiªn Vò 	0	10	30	1	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Phiªn Vò 	0	10	30	2	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Phiªn Vò 	0	10	30	3	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Phiªn Vò 	0	10	30	4	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
Phiªn Vò 	0	10	30	5	5	\spr\item\equip\horse\horse012.spr	40	2	3	Mét trong t¸m con danh c©u cña Chu Môc V­¬ng	500000	111	100%	100%	243	20	20	233	500	500	150	500	500	241	10	10							36	100										
