Name	Genre	DetailType	ParticularType	Level	Series	Icon	ObjID	Width	Height	Intro	Price	BasicProp1Type	BasicProp1PAMin	BasicProp1PAMax	BasicProp2Type	BasicProp2PAMin	BasicProp2PAMax	BasicProp3Type	BasicProp3PAMin	BasicProp3PAMax	BasicProp4Type	BasicProp4PAMin	BasicProp4PAMax	BasicProp5Type	BasicProp5PAMin	BasicProp5PAMax	BasicProp6Type	BasicProp6PAMin	BasicProp6PAMax	BasicProp7Type	BasicProp7PAMin	BasicProp7PAMax	ReqProp1Type	ReqProp1Value	ReqProp2Type	ReqProp2Value	ReqProp3Type	ReqProp3Value	ReqProp4Type	ReqProp4Value	ReqProp5Type	ReqProp5Value	ReqProp6Type	ReqProp6Value
¸o v¶i th« 	0	2	20	3		\spr\item\equip\armor\obj-ma-cloth19-1.spr	22	2	3	¸o v¶i th« s¬, kh«ng cã tªn gäi	50	30	30	30	31	25	25																36	1	32	0					38	0		
¸o v¶i th« 	0	2	20	4		\spr\item\equip\armor\obj-ma-cloth19-1.spr	22	2	3	¸o v¶i th« s¬, kh«ng cã tªn gäi	50	30	30	30	31	30	30																36	1	32	0					38	0		
Hoµng CÈm ®o¶n y	0	2	20	5		\spr\item\equip\armor\obj-ma-cloth20-1.spr	22	2	3	CÈm y tinh chÕ, gän nhÑ linh ho¹t. 	3000	30	150	150	31	35	35																36	26	32	0					38	0		
Chøc gi¸p ®o¶n sam	0	2	20	6		\spr\item\equip\armor\obj-ma-cloth20-2.spr	22	2	3	Bªn trong cã kh¶m gi¸p, cã kh¶ n¨ng phßng ngù. 	5000	30	180	180	31	40	40																36	33	32	0					38	0		
HuyÒn Hoµng ®o¶n gi¸p	0	2	20	7		\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	Bªn ngoµi lµ ¸o, bªn trong thùc chÊt lµ mét ¸o gi¸p, søc phßng ngù cù h¹n. 	7500	30	210	210	31	45	45																36	40	32	0					38	0		
BÝch Hoa Bµo	0	2	20	8		\spr\item\equip\armor\obj-ma-cloth21-1.spr	22	2	3	DÖt tõ t¬ BÝch Tµm, mÒm m¹i 	10000	30	240	240	31	50	50																36	46	32	0					38	0		
T­¬ng Nh­ bµo	0	2	20	9		\spr\item\equip\armor\obj-ma-cloth21-2.spr	22	2	3	¸o nµy sÏ lµm cho ng­êi mÆc nã cã mét khÝ ph¸ch bÊt phµm	12500	30	270	270	31	55	55																36	53	32	0					38	0		
TuyÒn Long bµo	0	2	20	10		\spr\item\equip\armor\obj-ma-cloth21-3.spr	22	2	3	Ph¶i hao søc cña 100 ng­êi thî rÌn lµm trong m­êi n¨m	15000	30	300	300	31	60	60																36	60	32	0					38	0		
Sa Ni phôc	0	2	21	1		\spr\item\equip\armor\obj-fm-cloth01-1.spr	22	2	3	T¨ng y dµnh cho c¸c tiÓu Sa Di võa nhËp m«n	50	30	50	50	31	15	15																36	1	32	15					38	1		
T¨ng bµo 	0	2	21	2		\spr\item\equip\armor\obj-fm-cloth01-1.spr	22	2	3	Y phôc t¨ng nh©n th­êng mÆc	200	30	100	100	31	20	20																36	7	32	30					38	1		
B¸ch N¹p y	0	2	21	3		\spr\item\equip\armor\obj-fm-cloth01-2.spr	22	2	3	Th­êng phôc chñ yÕu cña c¸c T¨ng nh©n H¸n triÒu	400	30	150	150	31	25	25																36	13	32	45					38	1		
An ®µ héi	0	2	21	4		\spr\item\equip\armor\obj-fm-cloth01-3.spr	22	2	3	Cßn gäi lµ Ngò §iÒu y, ¸o cña c¸c t¨ng nh©n mÆc trong nh÷ng lóc th«ng th­êng	500	30	200	200	31	30	30																36	19	32	60					38	1		
UÊt §a La T¨ng	0	2	21	5		\spr\item\equip\armor\obj-fm-cloth02-1.spr	22	2	3	Cßn gäi lµ ThÊt §iÒu y, ¸o cña c¸c t¨ng nh©n mÆc trong nh÷ng lóc trang nghiªm	1000	30	250	250	31	35	35																36	26	32	75					38	1		
T¨ng Hµi	0	2	21	6		\spr\item\equip\armor\obj-fm-cloth02-2.spr	22	2	3	LÔ phôc cña T¨ng nh©n, mÆc trong nh÷ng lóc trang nghiªm	1500	30	300	300	31	40	40																36	33	32	90					38	1		
NguyÖn B¹ch cµ sa	0	2	21	7		\spr\item\equip\armor\obj-fm-cloth02-3.spr	22	2	3	Cßn gäi lµ ThÊt §iÒu y, y phôc cña c¸c t¨ng nh©n chøc vÞ cao	2000	30	350	350	31	45	45																36	40	32	105					38	1		
Minh tÜnh cµ sa	0	2	21	8		\spr\item\equip\armor\obj-fm-cloth03-1.spr	22	2	3	Y phôc th­êng ngµy cña c¸c vÞ cao t¨ng	2500	30	400	400	31	50	50																36	46	32	120					38	1		
Kim L« cµ sa	0	2	21	9		\spr\item\equip\armor\obj-fm-cloth03-2.spr	22	2	3	b¶o vËt cña PhËt m«n	3750	30	450	450	31	55	55																36	53	32	135					38	1		
ThÊt B¶o cµ sa 	0	2	21	10		\spr\item\equip\armor\obj-fm-cloth03-3.spr	22	2	3	Lµ "PhËt m«n chi b¶o", do PhËt Tæ tÆng cho §­êng Tam T¹ng khi ®i thØnh kinh	5000	30	500	500	31	60	60																36	60	32	150					38	1		
N÷ thøc ®¹o y	0	2	22	1		\spr\item\equip\armor\obj-fm-cloth04-1.spr	24	2	3	Y phôc th­êng nhËt cña c¸c n÷ ®¹o sÜ. 	50	30	30	30	31	15	15																36	1	32	20					38	1	37	4
Tu Ch©n ®¹o y	0	2	22	2		\spr\item\equip\armor\obj-fm-cloth04-1.spr	24	2	3	Y phôc lµm viÖc cña c¸c n÷ ®¹o sÜ nghÌo	150	30	60	60	31	20	20																36	7	32	30					38	1	37	4
Háa Hoµn ®¹o y	0	2	22	3		\spr\item\equip\armor\obj-fm-cloth04-2.spr	24	2	3	§¹o y cao cÊp ®­îc lµm tõ v¶i Háa Hoµn	300	30	90	90	31	25	25																36	13	32	40					38	1	37	4
BÝch Hµ ®¹o y	0	2	22	4		\spr\item\equip\armor\obj-fm-cloth04-3.spr	24	2	3	Mµu s¾c thanh tho¸t, tuy lµ ®¹o y nh­ng còng kh«ng kÐm phÇn linh ®éng	450	30	120	120	31	30	30																36	19	32	50					38	1	37	4
B¸t qu¸i ®¹o y	0	2	22	5		\spr\item\equip\armor\obj-fm-cloth05-1.spr	24	2	3	Y phôc cña nh÷ng ®¹o sÜ míi nhËp m«n	800	30	150	150	31	35	35																36	26	32	60					38	1	37	4
Hµn Mai ®¹o y	0	2	22	6		\spr\item\equip\armor\obj-fm-cloth05-2.spr	24	2	3	TuyÖt phÈm ®¹o y cña c¸c n÷ ®¹o sÜ, tuy nghiªm trang mµ thanh tho¸t	1250	30	180	180	31	40	40																36	33	32	70					38	1	37	4
V« Cùc §¹o y	0	2	22	7		\spr\item\equip\armor\obj-fm-cloth05-3.spr	24	2	3	§¹i thµnh v« dông, ®¹i ®¹o v« cùc. 	1750	30	210	210	31	45	45																36	40	32	80					38	1	37	4
§Þa Duyªn ®¹o y	0	2	22	8		\spr\item\equip\armor\obj-fm-cloth06-1.spr	24	2	3	Lµ mét b¶o y cã chøa ¢m Linh khÝ. 	2250	30	240	240	31	50	50																36	46	32	90					38	1	37	4
B¨ng Tµm ®¹o y	0	2	22	9		\spr\item\equip\armor\obj-fm-cloth06-2.spr	24	2	3	T¬ cña B¨ng Tµm kÕt thµnh, ng­êi mÆc vµo cèt c¸ch nh­ thÇn tiªn	3000	30	270	270	31	55	55																36	53	32	100					38	1	37	4
Long Tiªu ®¹o y	0	2	22	10		\spr\item\equip\armor\obj-fm-cloth06-3.spr	24	2	3	§¹o y ®­îc kÕt b»ng nhiÒu thø lôa quý, cèt c¸ch phi th­êng, cã thÓ xem lµ b¶o bèi. 	4000	30	300	300	31	60	60																36	60	32	110					38	1	37	4
Thôc CÈm y	0	2	23	1		\spr\item\equip\armor\obj-fm-cloth07-1.spr	24	2	3	KÕt b»ng thø t¬ ®iÒu cña vïng tû Xuyªn, ch¾c ch¾n khã xuyªn	50	30	80	80	31	20	20																36	1	32	30	33	20			38	1		
L¨ng T¬ y	0	2	23	2		\spr\item\equip\armor\obj-fm-cloth07-1.spr	24	2	3	Lµ n÷ y cao cÊp dÖt b¼ng t¬ th­îng h¹ng. 	250	30	135	135	31	26	26																36	7	32	50	33	25			38	1		
CÈm Träng y	0	2	23	3		\spr\item\equip\armor\obj-fm-cloth07-2.spr	24	2	3	Lµ n÷ y cao cÊp dÖt b¼ng t¬ th­îng h¹ng. 	500	30	190	190	31	32	32																36	13	32	70	33	30			38	1		
Linh Xµ y	0	2	23	4		\spr\item\equip\armor\obj-fm-cloth07-3.spr	24	2	3	Gièng nh­ kho¸t trªn ng­êi mét tÊm da r¾n, cö ®éng cùc kú linh ho¹t	1250	30	245	245	31	38	38																36	19	32	90	33	35			38	1		
HuyÒn Ly y	0	2	23	5		\spr\item\equip\armor\obj-fm-cloth08-1.spr	24	2	3	N÷ phôc, ®­îc may b»ng da r¸i c¸. 	3000	30	300	300	31	44	44																36	26	32	110	33	40			38	1		
H¾c B¸o y	0	2	23	6		\spr\item\equip\armor\obj-fm-cloth08-2.spr	24	2	3	¸o ®­îc may tõ da H¾c B¸o, mÒm m¹i mµ phó quý c¸c danh gia väng téc. 	5000	30	355	355	31	50	50																36	33	32	130	33	45			38	1		
Hæ B× y	0	2	23	7		\spr\item\equip\armor\obj-fm-cloth08-3.spr	24	2	3	May b»ng da hæ, mÆc vµo khÝ lùc t¨ng lªn, cùc kú hiÕm thÊy. 	7500	30	410	410	31	56	56																36	40	32	150	33	50			38	1		
VËn Nghª th­êng	0	2	23	8		\spr\item\equip\armor\obj-fm-cloth09-1.spr	24	2	3	MÒm dÎo l¶ l­ít, dÔ ®éng lßng ng­êi	10000	30	465	465	31	62	62																36	46	32	170	33	55			38	1		
Mª Hån Th­êng	0	2	23	9		\spr\item\equip\armor\obj-fm-cloth09-2.spr	24	2	3	KhiÕn cho ng­êi kh¸c ph¶i hån phi ph¸ch l¹c khi nh×n thÊy, tiÒm Èn ma lùc	12500	30	520	520	31	68	68																36	53	32	190	33	60			38	1		
Cöu VÜ B¹ch Hå trang	0	2	23	10		\spr\item\equip\armor\obj-fm-cloth09-3.spr	24	2	3	§­îc may tõ ®u«i cña 9 con Hå Ly tinh, mÆc vµo n¨ng lùc v« song	15000	30	575	575	31	74	74																36	60	32	210	33	65			38	1		
CÈm Sam	0	2	24	1		\spr\item\equip\armor\obj-fm-cloth10-1.spr	24	2	3	Y phôc ®­îc chÕ tõ nh÷ng lo¹i v¶i th«ng th­êng. 	50	30	50	50	31	20	20																36	1	32	30	33	30			38	1		
Khëi Ly sam	0	2	24	2		\spr\item\equip\armor\obj-fm-cloth10-1.spr	24	2	3	Y phôc ®Ñp nh­ hoa t­¬i cña n÷ ®¹o sÜ. 	200	30	100	100	31	26	26																36	7	32	45	33	45			38	1		
Hoa Sa sam	0	2	24	3		\spr\item\equip\armor\obj-fm-cloth10-2.spr	24	2	3	Y phôc ®­îc kÕt tõ nhiÒu sîi t¬ cña hoa. 	400	30	150	150	31	32	32																36	13	32	60	33	60			38	1		
Thôc CÈm Sam	0	2	24	4		\spr\item\equip\armor\obj-fm-cloth10-3.spr	24	2	3	Lµ lo¹i y phôc ®­îc chÕ thµnh tõ nhiÒu lo¹i th¶o ®Þa. 	1000	30	200	200	31	38	38																36	19	32	75	33	75			38	1		
Tèng CÈm Sam	0	2	24	5		\spr\item\equip\armor\obj-fm-cloth11-1.spr	24	2	3	Lµ lo¹i y phôc ®­îc chÕ thµnh tõ nhiÒu lo¹i th¶o ®Þa næi tiÕng ë T« Ch©u. 	2500	30	250	250	31	44	44																36	26	32	90	33	90			38	1		
V©n CÈm Sam	0	2	24	6		\spr\item\equip\armor\obj-fm-cloth11-2.spr	24	2	3	Lµ lo¹i y phôc ®­îc chÕ thµnh tõ nhiÒu lo¹i th¶o ®Þa næi tiÕng ë Kim L¨ng	3500	30	300	300	31	50	50																36	33	32	105	33	105			38	1		
Thanh La sam	0	2	24	7		\spr\item\equip\armor\obj-fm-cloth11-3.spr	24	2	3	Bªn ngoµi lµ ¸o nh­ng bªn trong lµ gi¸p, kh¶ n¨ng phßng ngù rÊt tèt	4500	30	250	250	31	56	56																36	40	32	120	33	120			38	1		
TÊt Sa sam	0	2	24	8		\spr\item\equip\armor\obj-fm-cloth12-1.spr	24	2	3	Dïng toµn lµ nh÷ng th¶o d­îc quý chÕ thµnh, Cã kh¶ n¨ng phßng ngù rÊt tèt. 	6000	30	400	400	31	62	62																36	46	32	135	33	135			38	1		
L¨ng La sam	0	2	24	9		\spr\item\equip\armor\obj-fm-cloth12-2.spr	24	2	3	Dïng toµn lµ nh÷ng th¶o d­îc quý chÕ thµnh, ®Ñp ®Ï l¹ kú. 	8000	30	450	450	31	68	68																36	53	32	150	33	150			38	1		
TrÇm H­¬ng sam	0	2	24	10		\spr\item\equip\armor\obj-fm-cloth12-3.spr	24	2	3	Trong ¸o lu«n ph¶ng phÊt mïi trÇm h­¬ng, nh­ tiªn n÷ gi¸ng trÇn. 	10000	30	500	500	31	74	74																36	60	32	165	33	165			38	1		
Kh¶m ThiÕt n÷ gi¸p	0	2	25	1		\spr\item\equip\armor\obj-fm-cloth13-1.spr	25	2	3	¸o gi¸p th«ng th­êng cña n÷ giíi. 	200	30	90	90	31	30	30																36	1	32	35					38	1		
Thanh §ång n÷ gi¸p	0	2	25	2		\spr\item\equip\armor\obj-fm-cloth13-1.spr	25	2	3	Lµ ¸o gi¸p cña n÷, ®­îc kÕt b»ng ngh÷ng miÕng ®ång xanh, cã kh¶ n¨ng phßng ngù cùc tèt. 	500	30	150	150	31	37	37																36	7	32	60					38	1		
B¹ch NhÜ gi¸p	0	2	25	3		\spr\item\equip\armor\obj-fm-cloth13-2.spr	25	2	3	Lµ lo¹i ¸o gi¸p th­êng thÊy cña c¸c n÷ t­íng. 	1250	30	210	210	31	44	44																36	13	32	85					38	1		
Lam YÕn Cang gi¸p	0	2	25	4		\spr\item\equip\armor\obj-fm-cloth13-3.spr	25	2	3	Lµ ¸o gi¸p ®­îc kÕt b»ng nh÷ng miÕng thÐp cù máng, khã mµ t×m thÊy	2500	30	270	270	31	51	51																36	19	32	110					38	1		
Hång NhÜ gi¸p	0	2	25	5		\spr\item\equip\armor\obj-fm-cloth14-1.spr	25	2	3	Lµ lo¹i ¸o gi¸p cao cÊp cña c¸c n÷ t­íng. 	5000	30	330	330	31	58	58																36	26	32	135					38	1		
XÝch Nh¹n gi¸p	0	2	25	6		\spr\item\equip\armor\obj-fm-cloth14-2.spr	25	2	3	¸o gi¸p ®­îc kÕt b»ng l«ng Nh¹n ®á, n÷ tÝnh th­êng hay dïng. 	8000	30	390	390	31	65	65																36	33	32	160					38	1		
HuyÕt §ång gi¸p	0	2	25	7		\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	ChÕ t¹o bÝ truyÒn, mµu ®á huyÒn bÝ. 	12500	30	450	450	31	72	72																36	40	32	185					38	1		
Lan Ng©n gi¸p	0	2	25	8		\spr\item\equip\armor\obj-fm-cloth15-1.spr	25	2	3	Lan Ng©n t¹o thµnh, nhÑ mµ ch¾c ch¾n. 	16000	30	510	510	31	79	79																36	46	32	210					38	1		
HuyÒn ThiÕt TuyÕt Ng©n gi¸p	0	2	25	9		\spr\item\equip\armor\obj-fm-cloth15-2.spr	25	2	3	Lµ lo¹i gi¸p kÕt hîp ThiÕt vµ B¹c, c¸c n÷ t­íng th­êng rÊt thÝch dïng. 	20000	30	570	570	31	86	86																36	53	32	235					38	1		
TÝch LÞch Kim Phông gi¸p	0	2	25	10		\spr\item\equip\armor\obj-fm-cloth15-3.spr	25	2	3	Hé gi¸p cña Môc QuÕ Anh, theo truyÒn thuyÕt lµ do Th¸nh MÉu ban tÆng. 	25000	30	630	630	31	93	93																36	60	32	260					38	1		
Ph¸ Ma y	0	2	26	1		\spr\item\equip\armor\obj-fm-cloth16-1.spr	24	2	3	Lµ lo¹i ¸o ®­îc lµm tõ vá c©y Ma thô. 	50	30	20	20	31	12	12																36	1	32	0					38	1		
Ph¸ Miªn y	0	2	26	2		\spr\item\equip\armor\obj-fm-cloth16-1.spr	24	2	3	Lµ lo¹i ¸o ®­îc kÕt b»ng b«ng. 	125	30	90	90	31	16	16																36	7	32	45			39	6	38	1		
Ph¸ Cæn y	0	2	26	3		\spr\item\equip\armor\obj-fm-cloth16-2.spr	24	2	3	Lµ lo¹i Cæn y nh­ng bªn ngoµi h¬i gièng Ph¸ Miªn y. 	250	30	140	140	31	20	20																36	13	32	60			39	6	38	1		
B¹ch Bæ y	0	2	26	4		\spr\item\equip\armor\obj-fm-cloth16-3.spr	24	2	3	Lo¹i ¸o ®­îc kÕt l¹i tõ nh÷ng ¸o cò r¸ch kh¸c. 	400	30	185	185	31	24	24																36	19	32	75			39	6	38	1		
Thiªn bæ y	0	2	26	5		\spr\item\equip\armor\obj-fm-cloth17-1.spr	24	2	3	Lo¹i ¸o ®­îc may tõ v« sè ¸o cò r¸ch kh¸c, dµy vµ Êm. 	600	30	230	230	31	28	28																36	26	32	90			39	6	38	1		
D­¬ng B× gi¸p	0	2	26	6		\spr\item\equip\armor\obj-fm-cloth17-2.spr	24	2	3	Dïng da dª vµ Ma Bè hîp thµnh, tÝnh phßng ngù rÊt cao. 	900	30	270	270	31	32	32																36	33	32	105			39	6	38	1		
Ng­u B× gi¸p	0	2	26	7		\spr\item\equip\armor\obj-fm-cloth17-3.spr	24	2	3	Dïng da tr©u vµ Ma Bè hîp thµnh, tÝnh phßng ngù rÊt cao. 	1250	30	315	315	31	36	36																36	40	32	120			39	6	38	1		
Tö Thö y	0	2	26	8		\spr\item\equip\armor\obj-fm-cloth18-1.spr	24	2	3	Dïng da mµu tÝm cña loµi chuét kú dÞ, tÝnh phßng ngù rÊt cao. 	1600	30	360	360	31	40	40																36	46	32	135			39	6	38	1		
Kh«i §iªu y	0	2	26	9		\spr\item\equip\armor\obj-fm-cloth18-2.spr	24	2	3	KÕt tõ ®u«i cña d· §iªu, tr«ng cã vÎ cò kü nh­ng søc phßng ngù phi th­êng. 	2000	30	405	405	31	44	44																36	53	32	150			39	6	38	1		
V¹n Chóng TÒ T©m Y	0	2	26	10		\spr\item\equip\armor\obj-fm-cloth18-3.spr	24	2	3	ThÓ hiÖn tinh thÇn ®oµn kÕt cña C¸i bang, trªn d­íi ®ång lßng, viÖc g× còng xong. 	2500	30	450	450	31	48	48																36	60	32	165			39	6	38	1		
B¹ch §iÖp quÇn	0	2	27	1		\spr\item\equip\armor\obj-fm-cloth19-1.spr	24	2	3	Lµ lo¹i th­êng phôc cña n÷ giíi. 	50	30	40	40	31	20	20																36	1	32	0	33	20			38	1		
Thanh La quÇn	0	2	27	2		\spr\item\equip\armor\obj-fm-cloth19-1.spr	24	2	3	Lo¹i quÇn ¸o ®­îc dÖt b»ng nh÷ng lo¹i t¬ th­êng. 	50	30	80	80	31	25	25																36	7	32	0	33	30			38	1		
Chøc CÈm Th¹ch Lùu quÇn	0	2	27	3		\spr\item\equip\armor\obj-fm-cloth19-1.spr	24	2	3	DÖt b»ng cÈm Tó Hoa, gi¸ trÞ phi phµm. 	50	30	120	120	31	30	30																36	13	32	0	33	40			38	1		
Song §iÖp Tó La quÇn	0	2	27	4		\spr\item\equip\armor\obj-fm-cloth19-1.spr	24	2	3	DÖt b»ng cÈm Tó Hoa, cèt c¸ch quý ph¸i. 	50	30	160	160	31	35	35																36	19	32	0	33	50			38	1		
B¸ch ¤ quÇn	0	2	27	5		\spr\item\equip\armor\obj-fm-cloth20-1.spr	24	2	3	DÖt b»ng l«ng cña 100 con qu¹, cùc kú hiÕm thÊy. 	3000	30	200	200	31	40	40																36	26	32	0	33	60			38	1		
NguyÖt Hoa quÇn	0	2	27	6		\spr\item\equip\armor\obj-fm-cloth20-2.spr	24	2	3	Lo¹i quÇn ph¸t ra ¸nh s¸ng kú ¶o nh­ ¸nh s¸ng tr¨ng. 	5000	30	240	240	31	45	45																36	33	32	0	33	70			38	1		
Phong VÜ quÇn	0	2	27	7		\spr\item\equip\armor\obj-fm-cloth20-3.spr	24	2	3	DÖt b»ng l«ng §æng T­íc, võa cao quý võa cã tÝnh n¨ng b¶o vÖ. 	7500	30	280	280	31	50	50																36	40	32	0	33	80			38	1		
Kinh B¶o quÇn	0	2	27	8		\spr\item\equip\armor\obj-fm-cloth21-1.spr	24	2	3	Lo¹i y phôc ®­îc kh¶m b»ng nhiÒu lo¹i n÷ trang quý. 	10000	30	320	320	31	55	55																36	46	32	0	33	90			38	1		
B¸ch Phong TriÒu D­¬ng quÇn	0	2	27	9		\spr\item\equip\armor\obj-fm-cloth21-2.spr	24	2	3	¸nh s¸ng huyÒn diÖu nh­ buæi chiÒu tµ. 	12500	30	360	360	31	60	60																36	53	32	0	33	100			38	1		
L­u Tiªn QuÇn	0	2	27	10		\spr\item\equip\armor\obj-fm-cloth21-3.spr	24	2	3	TruyÒn thuyÕt nãi r»ng ®©y lµ do TriÖu Phi YÕn thêi H¸n tù tay lµm ra, mÆc vµo nh­ ®ang du tiªn. 	15000	30	400	400	31	65	65																36	60	32	0	33	110			38	1		
Phong Trang	0	2	28	1		\spr\item\equip\armor\obj_ma_lf_000.spr	41	2	3	LÔ phôc cña t©n n­¬ng mÆc trong h«n lÔ 	25000																														38	0		
Kinh Thiªn gi¸p	0	2	28	2		\spr\item\equip\armor\obj_ma_lf_001.spr	41	2	3	¸o gi¸p dÖt b»ng vµng, s¾c th¸i uy phong, b¶o vËt hiÕm thÊy, Võa nh×n ®· thÊy thÓ hiÖn ®­îcSøc m¹nh. 	25000																														38	0		
Thanh TuyÖt Y	0	2	28	3		\spr\item\equip\armor\obj_ma_lf_002.spr	41	2	3	Lµ lo¹i ¸o dµi th­êng thÊy, s¾c th¸i uy phong, t­îng tr­ng cho sù cao quý 	25000																														38	0		
Phông quÇn	0	2	28	4		\spr\item\equip\armor\obj_fm_lf_000.spr	41	2	3	LÔ phôc cña t©n n­¬ng mÆc trong h«n lÔ 	25000																														38	1		
KhÊp §Þa quÇn	0	2	28	5		\spr\item\equip\armor\obj_fm_lf_001.spr	41	2	3	Lµ lo¹i ¸o dµi th­êng thÊy, s¾c th¸i uy phong, t­îng tr­ng cho sù cao quý. 	25000																														38	1		
B¨ng Tinh QuÇn	0	2	28	6		\spr\item\equip\armor\obj_fm_lf_002.spr	41	2	3	Lo¹i ¸o dµi n÷ t­íng thÝch mÆc, thÓ hiÖn vÎ ®Ñp nhu m× hoµn mü cña n÷ tÝnh. 	25000																														38	1		
NhËn ¸o míi 	0	2	28	7		\spr\item\equip\armor\obj_ma_lf_003.spr	41	2	3	Lo¹i tr­êng y may tõ Kim t¬, mÆc vµo nh÷ng dÞp n¨m míi	25000																														38	0		
¸o mõng tuæi 	0	2	28	8		\spr\item\equip\armor\obj_fm_lf_003.spr	41	2	3	Lo¹i quÇn ¸o ®­îc may tõ nh÷ng lo¹i lôa quý, mÆc trong nh÷ng dÞp lÔ tiÕt. 	25000																														38	1		
B¨ng Tinh QuÇn	0	2	28	9		\spr\item\equip\armor\obj_fm_lf_002.spr	41	2	3	Lo¹i ¸o dµi n÷ t­íng thÝch mÆc, thÓ hiÖn vÎ ®Ñp nhu m× hoµn mü cña n÷ tÝnh. 	25000																														38	1		
B¨ng Tinh QuÇn	0	2	28	10		\spr\item\equip\armor\obj_fm_lf_002.spr	41	2	3	Lo¹i ¸o dµi n÷ t­íng thÝch mÆc, thÓ hiÖn vÎ ®Ñp nhu m× hoµn mü cña n÷ tÝnh. 	25000																														38	1		
