Name	Genre	Detail	Image	ObjId	Width	Height	Intro	Price	CanSale	CanRemove	Stack	ShortKey
Huy HiÖu §¹i So¸i (§¹i)	5	253	\spr\vng\item\130327_event_thang_4\huyhieudaisoai.spr	387	1	1	Sö dông nhËn ®­îc [Kinh NghiÖm §¹i]<enter>Giíi h¹n sè l­îng - Tİch lòy nhËn quµ.	0	1	0	100	0
Tói thÇn thó.	5	254	spr\vng\item\20131224_event_tet_2013\tuiquahanhphuc.spr	387	1	1	PhÇn th­¬ng khi ®¹t mèc tèi ®a sö dông <color=yellow> Huy HiÖu §¹i So¸i <color> cã thÓ mang ®i ®æi ThÇn Thó Hoµng Kim HSD 30 ngµy t¹i lÔ quan.	0	1	0	0	0
C¸ hång	5	255	\spr\item\event\fisher\cahong.spr	387	1	1	Mang vÒ ®æi cho ng­ d©n <color=green> 204/200 Ba L¨ng HuyÖn <color=yellow> nhËn ®­îc 3.000.000 ®iÓm kinh nghiÖm	0	1	0	100	0
C¸ mËp	5	256	\spr\item\event\fisher\camap.spr	387	1	1	Mang vÒ ®æi cho ng­ d©n <color=green> 204/200 Ba L¨ng HuyÖn <color=yellow> nhËn ®­îc 5.000.000 ®iÓm kinh nghiÖm vµ ngÉu nhiªn phÇn th­ëng	0	1	0	100	0
C¸ rång	5	257	\spr\item\event\fisher\carong.spr	387	1	1	Mang vÒ ®æi cho ng­ d©n <color=green> 204/200 Ba L¨ng HuyÖn <color=yellow> nhËn ®­îc 8.000.000 ®iÓm kinh nghiÖm vµ ngÉu nhiªn phÇn th­ëng	0	1	0	100	0
C¸ sÊu	5	258	\spr\item\event\fisher\casau.spr	387	1	1	Mang vÒ ®æi cho ng­ d©n <color=green> 204/200 Ba L¨ng HuyÖn <color=yellow> nhËn ®­îc 20.000.000 ®iÓm kinh nghiÖm vµ ngÉu nhiªn phÇn th­ëng	0	1	0	100	0
Mùc	5	259	\spr\item\event\fisher\muc.spr	387	1	1	Mang vÒ ®æi cho ng­ d©n <color=green> 204/200 Ba L¨ng HuyÖn <color=yellow> nhËn ®­îc 30.000.000 ®iÓm kinh nghiÖm vµ ngÉu nhiªn phÇn th­ëng	0	1	0	100	0
T«m	5	260	\spr\item\event\fisher\tom.spr	387	1	1	Mang vÒ ®æi cho ng­ d©n <color=green> 204/200 Ba L¨ng HuyÖn <color=yellow> nhËn ®­îc 40.000.000 ®iÓm kinh nghiÖm vµ ngÉu nhiªn phÇn th­ëng	0	1	0	100	0
Nµng tiªn c¸ 	5	261	\spr\item\event\fisher\nangtienca.spr	387	1	1	Mang vÒ ®æi cho ng­ d©n <color=green> 204/200 Ba L¨ng HuyÖn <color=yellow> nhËn ®­îc 50.000.000 ®iÓm kinh nghiÖm vµ ngÉu nhiªn phÇn th­ëng	0	1	0	100	0
ThiÖp may m¾n(th­êng) 	5	262	\spr\item\questkey\card_mgk.spr	387	1	1	Bªn trong thiÖp cã thÓ cã mét phÇn th­ëng ngÉu nhiªn(Ên chuét ph¶i ®Ó sö dông)	0	0	0	100	0
ThiÖp may m¾n(®Æc biÖt) 	5	263	\spr\item\questkey\card_mgk.spr	387	1	1	Bªn trong thiÖp cã mét hoÆc nhiÒu h¬n phÇn th­ëng ngÉu nhiªn(Ên chuét ph¶i ®Ó sö dông)	0	1	0	100	0
Tói Mõng Quèc Kh¸nh	5	264	\spr\vng\item\120530_lua_nuoc\tuihuong.spr	387	1	1	Sù kiÖn mõng quèc kh¸nh <enter> <color=yellow> Vâ L©m Thiªn TuyÖt.	0	1	0	100	0
Chµo	5	265	\spr\vng\item\120822_event_thang_9\chao.spr	387	1	1	Sù kiÖn mõng quèc kh¸nh <enter> <color=yellow> Chµo.	0	1	0	100	0
Mõng	5	266	\spr\vng\item\120822_event_thang_9\mung.spr	387	1	1	Sù kiÖn mõng quèc kh¸nh <enter> <color=yellow> Mõng.	0	1	0	100	0
Ngµy	5	267	\spr\vng\item\120822_event_thang_9\ngay.spr	387	1	1	Sù kiÖn mõng quèc kh¸nh <enter> <color=yellow> Ngµy.	0	1	0	100	0
Vâ 	5	268	\spr\vng\item\120822_event_thang_9\vo.spr	387	1	1	Sù kiÖn mõng quèc kh¸nh <enter> <color=yellow> Vâ.	0	1	0	100	0
L©m	5	269	\spr\vng\item\120822_event_thang_9\lam.spr	387	1	1	Sù kiÖn mõng quèc kh¸nh <enter> <color=yellow> L©m.	0	1	0	100	0
Quèc Kh¸nh (xanh)	5	270	\spr\vng\item\120822_event_thang_9\quockhanhxanh.spr	387	1	1	Sö dông nhËn ®­îc ®iÓm kinh nghiÖm.	0	1	0	100	0
Quèc Kh¸nh (vµng)	5	271	\spr\vng\item\120822_event_thang_9\quockhanhvang.spr	387	1	1	Sö dông nhËn ®­îc ®iÓm kinh nghiÖm vµ ngÉu nhiªn vËt phÈm.	0	1	0	100	0
Quèc Kh¸nh (®á)	5	272	\spr\vng\item\120822_event_thang_9\quockhanhdo.spr	387	1	1	Sö dông nhËn ®­îc ®iÓm kinh nghiÖm vµ ngÉu nhiªn vËt phÈm.	0	1	0	100	0
Tói PhÈm Mµu	5	273	\spr\vng\item\201205\phammausac.spr	387	1	1	Sù kiÖn mõng quèc kh¸nh <enter> <color=yellow> Vâ L©m Thiªn TuyÖt.	0	1	0	100	0
M¶nh ghĞp thó c­ìi	5	274	\spr\365\thucuoi.spr	387	1	1	Dïng ®Ó ®æi ThÇn Thó Hoµng Kim <enter> <color=yellow> Duy nhÊt t¹i Vâ L©m 365.	0	1	0	100	0
M¶nh v·i phi phong	5	275	\spr\365\manhgiap.spr	387	1	1	Dïng ®Ó ®æi ngo¹i trang Phi Phong khi tİch lòy ®ñ sè l­îng<enter> <color=yellow> Duy nhÊt t¹i Vâ L©m 365.	0	1	0	100	0
M· Bµi - Kinh L«i	5	276	\spr\item\songjin\token.spr	385	1	1	BÊm chuét ph¶i ®Ó nhËn ®­îc <enter><color=green>Kinh L«i	1000	1	0	0	0
M· Bµi - Lam L©n ThÇn Léc	5	277	\spr\item\songjin\token.spr	385	1	1	BÊm chuét ph¶i ®Ó nhËn ®­îc <enter><color=green>Lam L©n ThÇn Léc	1000	1	0	0	0
§¸ Hång Ngäc	5	278	\spr\vng\item\JXF_ITEM_HONGOCTHO24x24.spr	333	1	1	"Lo¹i ®¸ quı, cã thÓ mang ®Õn Quan nh¾c nhá(182/203 L©m An) ®æi lÊy <color=yellow>50 v¹n l­îng<color>"	0	1	0	250	0
§¸ Kim C­¬ng	5	279	\spr\vng\item\Item_JXF_KIMCUONGTHO.spr	333	1	1	"Lo¹i ®¸ quı, cã thÓ mang ®Õn Quan nh¾c nhá(182/203 L©m An) ®æi lÊy <color=yellow>100 v¹n l­îng<color>"	0	1	0	100	0
LÖnh bµi ®å xanh TiÓu	5	280	\spr\365\lbtieu.spr	387	1	1	Khi më b¹n sÏ nhËn ®­îc 1 trang bŞ Xanh thuéc tİnh [Th­êng] <enter> <color=yellow> Chó ı më theo mèc giê vµng.	0	1	0	100	0
LÖnh bµi ®å xanh Trung	5	281	\spr\365\lbtrung.spr	387	1	1	Khi më b¹n sÏ nhËn ®­îc 1 trang bŞ Xanh thuéc tİnh [Trung] <enter> <color=yellow> Chó ı më theo mèc giê vµng.	0	1	0	100	0
LÖnh bµi ®å xanh §¹i	5	282	\spr\365\lbdai.spr	387	1	1	Khi më b¹n sÏ nhËn ®­îc 1 trang bŞ Xanh thuéc tİnh [§¹i] <enter> <color=yellow> Chó ı më theo mèc giê vµng.	0	1	0	100	0
LÖnh bµi ®å xanh VIP	5	283	\spr\365\lbvip.spr	387	1	1	Khi më b¹n sÏ nhËn ®­îc 1 trang bŞ Xanh thuéc tİnh [VIP] <enter> <color=yellow> Chó ı më theo mèc giê vµng.	0	1	0	100	0
LÔ VËt EXP Sù KiÖn	5	284	\spr\365\kinhnghiem.spr	387	1	1	Khi më b¹n sÏ nhËn ®­îc Exp nhÊt ®Şnh<enter> <color=yellow> Dïng ®Ó cho ng­êi ch¬i kh«ng cã Time ho¹t ®éng (Chia Exp).	0	1	0	100	0
B¸nh trung thu th­êng	5	285	\spr\item\vietnam\midautumn06\mooncake_1.spr	430	1	1	<color=white> Sö dông nhËn ®­îc EXP vµ VËt PhÈm gi¸ trŞ	0	1	0	500	0
B¸nh trung thu ®Ëu xanh	5	286	\spr\item\vietnam\midautumn06\mooncake_2.spr	430	1	1	<color=white> Sö dông nhËn ®­îc EXP vµ VËt PhÈm gi¸ trŞ	0	1	0	500	0
B¸nh trung thu nh©n trøng	5	287	\spr\item\vietnam\midautumn06\mooncake_3.spr	430	1	1	<color=white> Sö dông nhËn ®­îc EXP vµ VËt PhÈm gi¸ trŞ	0	1	0	500	0
B¸nh trung thu gµ n­íng	5	288	\spr\item\vietnam\midautumn06\mooncake_4.spr	430	1	1	<color=white> Sö dông nhËn ®­îc EXP vµ VËt PhÈm gi¸ trŞ	0	1	0	500	0
B¸nh trung thu h¹t sen	5	289	\spr\item\vietnam\midautumn06\mooncake_5.spr	430	1	1	<color=white> Sö dông nhËn ®­îc EXP vµ VËt PhÈm gi¸ trŞ	0	1	0	500	0
B¸nh trung thu con heo	5	290	\spr\item\vietnam\midautumn06\mooncake_6.spr	430	2	1	<color=white> Sö dông nhËn ®­îc EXP vµ VËt PhÈm gi¸ trŞ	0	1	0	500	0
Lång ®Ìn b­¬m b­ím	5	291	\spr\item\vietnam\midautumn06\lantern_yello.spr	451	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	50	0
Lång ®Ìn ng«i sao	5	292	\spr\item\vietnam\midautumn06\lantern_blue.spr	452	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	50	0
Lång ®Ìn èng	5	293	\spr\item\vietnam\midautumn06\lantern_green.spr	453	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	50	0
Lång ®Ìn trßn	5	294	\spr\item\vietnam\midautumn06\lantern_red.spr	454	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	50	0
Lång ®Ìn c¸ chĞp	5	295	\spr\item\vietnam\midautumn06\lantern_orange.spr	455	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	50	0
Lång ®Ìn kĞo qu©n	5	296	\spr\item\vietnam\midautumn06\lantern_full.spr	456	2	2	<color=red>Lång ®Ìn ®Æc biÖt ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc rÊt nhiÒu ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	0	50	0
Bét m× 	5	297	\spr\item\mid_autumn\mianfen.spr	347	1	1	VËt liÖu lµm b¸nh trung thu.	0	1	0	500	0
§­êng c¸t	5	298	\spr\item\mid_autumn\shatang.spr	347	1	1	VËt liÖu lµm b¸nh trung thu.	0	1	0	500	0
Trøng 	5	299	\spr\item\mid_autumn\yadan.spr	347	1	1	VËt liÖu lµm b¸nh trung thu.	0	1	0	500	0
Bét sen 	5	300	\spr\item\mid_autumn\lianrong.spr	347	1	1	VËt liÖu lµm b¸nh trung thu.	0	1	0	500	0
§Ëu xanh	5	301	\spr\item\mid_autumn\dousha.spr	347	1	1	VËt liÖu lµm b¸nh trung thu.	0	1	0	500	0
H¹nh nh©n 	5	302	\spr\item\mid_autumn\xingren.spr	347	1	1	VËt liÖu lµm b¸nh trung thu.	0	1	0	50	0
§Ëu phéng 	5	303	\spr\item\mid_autumn\huasheng.spr	347	1	1	VËt liÖu lµm b¸nh trung thu.	0	1	0	50	0
C¬m dõa	5	304	\spr\item\mid_autumn\yesi.spr	347	1	1	VËt liÖu lµm b¸nh trung thu.	0	1	0	50	0
Tói Nguyªn LiÖu Trung Thu	5	305	\spr\item\newyear2008\yingchundai.spr	347	1	1	Bªn Trong Chøa Nguyªn LiÖu Lµm B¸nh Trung Thu	0	1	0	50	0
M· bµi Ngùa 80	5	306	\spr\item\songjin\token.spr	385	1	1	BÊm chuét ph¶i ®Ó nhËn ®­îc 1 <enter><color=green>Ngùa 8x Random	1000	1	0	0	0
Nhu T×nh LÔ Bao	5	307	\spr\item\twzhuanyun\zhuanyunbao_big.spr	448	1	1	1 BÊm chuét ph¶i ®Ó nhËn ®­îc 1 <enter><color=green>Trang bŞ Hång ¶nh Random	0	1	0	0	0
B¶o R­¬ng Thiªn B¶o Khè	5	308	\spr\item\oldbox\oldbox.spr	344	1	1	PhÇn th­ëng hoµn thµnh Thiªn B¶o Khè. Më ra sÏ nhËn mét b¶o vËt ngÉu nhiªn	0	1	0	999	0
B¸nh Dµy	5	309	\spr\item\vietnam\midautumn06\mooncake_5.spr	430	1	1	Lo¹i B¸nh t­îng tr­ng cho Trêi	0	1	0	500	0
B¸nh Ch­ng	5	310	\spr\item\newyear2008\zhongdengzongbing.spr	41	1	1	Lo¹i B¸nh t­îng tr­ng cho §Êt	1	1	0	500	0
Tói Nguyªn LiÖu	5	311	\spr\item\newyear2008\yingchundai.spr	470	1	1	Èn chøa nguyªn liÖu lµm b¸nh th¬m ngon.<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
L¸ b¸nh	5	312	\spr\item\newyear2008\zongyue.spr	41	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh th¬m ngon<enter><color=green>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
G¹o nÕp	5	313	\spr\item\newyear2008\nuomi.spr	41	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh th¬m ngon<enter><color=green>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
§Ëu xanh	5	314	\spr\item\newyear2008\lvdou.spr	41	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh th¬m ngon<enter><color=green>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
ThŞt heo 	5	315	\spr\item\newyear2008\zhurou.spr	41	1	1	Mét trong nh÷ng nguyªn liÖu lµm b¸nh th¬m ngon<enter><color=green>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
VËn Tiªu Bang B¶o R­¬ng	5	316	\spr\item\vietnam\christmas2009\songmubaoxiang.spr	41	1	1	PhÇn th­ëng VËn Tiªu Bang Héi	0	1	0	100	0
Lo¹n ChiÕn B¶o R­¬ng	5	317	\spr\item\vietnam\christmas2009\songmubaoxiang.spr	41	1	1	Lo¹n ChiÕn B¶o R­¬ng	0	1	0	100	0
Tói D­­îc LiÖu	5	318	\spr\item\newyear2008\yingchundai.spr	41	1	1	VËt PhÈm Sù KiÖn<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
Hoa Quèc Kh¸nh	5	319	\spr\item\script\hongse_meiguihua.spr	41	1	1	VËt PhÈm Sù KiÖn Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
GiÊy Gãi Hoa	5	320	\spr\item\script\zhongqiu_jieri\200909\wusezhizhang.spr	41	1	1	VËt PhÈm Sù KiÖn Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
D©y Buéc Hoa	5	321	\spr\vng\item\womenday2011\ribbon.spr	41	1	1	VËt PhÈm Sù KiÖn Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
Giá §ùng Hoa	5	322	\spr\item\script\basket.spr	41	1	1	VËt PhÈm Sù KiÖn Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
Bã Hoa Quèc Kh¸nh	5	323	\spr\item\funvjie_jieri\200803\shumeigui.spr	41	1	2	VËt PhÈm Sù KiÖn Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
Giá Hoa Quèc Kh¸nh	5	324	\spr\vng\item\womenday2011\bunchofroses.spr	41	1	1	VËt PhÈm Sù KiÖn Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	1	1	0	500	0
Tói Quèc Kh¸nh	5	325	\spr\item\christmas2009\shengdanlibao.spr	41	1	1	Bªn Trong Chøa Nguyªn LiÖu LµmHoa Quèc Kh¸nh<enter><color=blue>XÕp chång tèi ®a:500 c¸i<color>	99	1	0	500	0
§éng S¸t LÔ Bao	5	326	\spr\item\twzhuanyun\zhuanyunbao_big.spr	448	1	1	1 Bé Trang BŞ §éng S¸t §Çy §ñ.	0	1	0	0	0
LÔ Bao NhÉn T©n Thñ	5	327	\spr\item\oldbox\oldbox.spr	448	1	1	1 NhÉn T©n Thñ Vip 	0	1	0	0	0
